job id,job type,job policy,client name,schedule name,status code,start time,time elapsed,end time
802000,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,0,15042026 11:32:01,4:50:48,15042026 16:22:49
802001,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,6,15042026 10:38:22,2:59:56,15042026 13:38:18
802002,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-04,Weekly,0,15042026 05:14:56,4:22:20,15042026 09:37:16
802003,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,0,15042026 14:53:17,1:57:49,15042026 16:51:06
802004,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,2,15042026 23:14:52,2:16:56,16042026 01:31:48
802005,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,0,15042026 05:13:22,0:45:33,15042026 05:58:55
802006,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,2,15042026 23:08:42,4:41:00,16042026 03:49:42
802007,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-02,Weekly,0,15042026 02:15:10,1:31:44,15042026 03:46:54
802008,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,15042026 12:04:26,1:19:56,15042026 13:24:22
802009,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,15042026 18:46:02,3:03:50,15042026 21:49:52
802010,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,0,15042026 08:41:38,0:47:54,15042026 09:29:32
802011,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,15042026 11:35:08,4:52:56,15042026 16:28:04
802012,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,2,15042026 03:44:18,4:32:56,15042026 08:17:14
802013,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,15042026 16:58:25,3:21:41,15042026 20:20:06
802014,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,15042026 04:43:07,4:54:14,15042026 09:37:21
802015,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,15042026 20:01:01,0:41:13,15042026 20:42:14
802016,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-04,Weekly,6,15042026 01:36:18,2:15:56,15042026 03:52:14
802017,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,15042026 05:31:41,0:33:37,15042026 06:05:18
802018,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-02,Weekly,0,15042026 07:24:11,0:59:06,15042026 08:23:17
802019,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,0,15042026 15:56:31,3:31:27,15042026 19:27:58
802020,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,15042026 00:50:02,0:51:36,15042026 01:41:38
802021,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,15042026 08:39:16,1:17:40,15042026 09:56:56
802022,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,0,15042026 12:18:10,2:36:03,15042026 14:54:13
802023,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,15042026 23:56:05,0:27:40,16042026 00:23:45
802024,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,15042026 15:56:14,4:46:31,15042026 20:42:45
802025,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-02,Weekly,0,15042026 21:42:57,3:19:25,16042026 01:02:22
802026,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,2,15042026 20:59:07,0:23:08,15042026 21:22:15
802027,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-04,Weekly,0,15042026 07:43:29,2:06:23,15042026 09:49:52
802028,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,0,15042026 02:49:32,3:19:09,15042026 06:08:41
802029,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-02,Weekly,1,15042026 16:21:48,4:41:43,15042026 21:03:31
802030,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,6,15042026 07:45:20,4:46:57,15042026 12:32:17
802031,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-02,Weekly,0,15042026 05:39:37,4:01:05,15042026 09:40:42
802032,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,0,15042026 00:28:05,3:04:07,15042026 03:32:12
802033,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,0,15042026 03:55:07,2:55:03,15042026 06:50:10
802034,Backup,xhxb-app-web-windows,xhxb-app-web-04,Weekly,0,15042026 12:08:05,4:50:47,15042026 16:58:52
