job id,job type,job policy,client name,schedule name,status code,start time,time elapsed,end time
803000,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-04,Weekly,1,16042026 05:48:45,4:11:00,16042026 09:59:45
803001,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,16042026 18:16:16,2:08:32,16042026 20:24:48
803002,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,16042026 22:42:52,3:44:58,17042026 02:27:50
803003,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-03,Weekly,0,16042026 21:01:51,1:33:16,16042026 22:35:07
803004,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,0,16042026 23:27:33,1:52:46,17042026 01:20:19
803005,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,0,16042026 06:39:53,0:08:22,16042026 06:48:15
803006,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,0,16042026 17:24:51,2:21:27,16042026 19:46:18
803007,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-03,Weekly,2,16042026 10:29:21,1:15:48,16042026 11:45:09
803008,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-02,Weekly,2,16042026 04:23:09,0:34:28,16042026 04:57:37
803009,Backup,xhxb-app-web-windows,xhxb-app-web-04,Weekly,0,16042026 11:09:00,1:33:06,16042026 12:42:06
803010,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,2,16042026 08:19:15,2:06:09,16042026 10:25:24
803011,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-04,Weekly,0,16042026 06:12:33,0:39:09,16042026 06:51:42
803012,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,16042026 07:29:45,4:26:32,16042026 11:56:17
803013,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,16042026 00:06:48,1:26:08,16042026 01:32:56
803014,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-01,Weekly,1,16042026 01:42:31,3:43:16,16042026 05:25:47
803015,Backup,xhxb-pst-web-windows,xhxb-pst-web-02,Weekly,2,16042026 13:07:48,0:56:55,16042026 14:04:43
803016,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,16042026 19:20:25,0:55:55,16042026 20:16:20
803017,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-03,Weekly,1,16042026 18:05:14,2:44:06,16042026 20:49:20
803018,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,2,16042026 15:33:37,1:03:41,16042026 16:37:18
803019,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-04,Weekly,0,16042026 08:59:29,3:08:04,16042026 12:07:33
803020,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,16042026 08:30:38,0:09:44,16042026 08:40:22
803021,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,16042026 09:42:30,5:00:53,16042026 14:43:23
803022,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,16042026 05:40:45,2:14:43,16042026 07:55:28
803023,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,0,16042026 05:46:51,0:44:12,16042026 06:31:03
803024,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,1,16042026 21:40:34,1:32:12,16042026 23:12:46
803025,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,16042026 07:24:28,3:05:34,16042026 10:30:02
803026,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,0,16042026 07:37:52,3:30:58,16042026 11:08:50
803027,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-04,Weekly,1,16042026 14:07:55,3:34:25,16042026 17:42:20
803028,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,6,16042026 17:02:23,0:44:21,16042026 17:46:44
803029,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,16042026 18:12:00,1:39:43,16042026 19:51:43
803030,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,6,16042026 13:49:57,1:37:14,16042026 15:27:11
803031,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,16042026 20:03:32,2:10:47,16042026 22:14:19
803032,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,16042026 12:01:28,4:54:50,16042026 16:56:18
803033,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-04,Weekly,0,16042026 19:29:11,4:56:46,17042026 00:25:57
803034,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,0,16042026 16:30:21,2:24:20,16042026 18:54:41
803035,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-02,Weekly,0,16042026 16:36:57,1:38:54,16042026 18:15:51
803036,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-04,Weekly,0,16042026 08:47:50,4:04:30,16042026 12:52:20
803037,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,16042026 08:43:00,4:04:54,16042026 12:47:54
803038,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,16042026 03:45:19,4:42:59,16042026 08:28:18
803039,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,6,16042026 18:09:40,1:36:55,16042026 19:46:35
803040,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,0,16042026 23:22:55,2:15:59,17042026 01:38:54
803041,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,6,16042026 01:49:40,1:13:56,16042026 03:03:36
803042,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-02,Weekly,0,16042026 19:36:03,4:32:21,17042026 00:08:24
